chr,start,stop
NW_022145516.1,1653328,1687599
NW_022145516.1,1701997,1709605
NW_022145516.1,1729470,1735213
NW_022145516.1,1763748,1772830
NW_022145517.1,1814,18816
NW_022145517.1,53676,80308
NW_022145517.1,83771,121733
NW_022145517.1,122546,123989
NW_022145517.1,132084,253960
NW_022145517.1,319100,344373
NW_022145517.1,344508,356960
NW_022145517.1,365468,396829
NW_022145518.1,11424,20233
NW_022145518.1,22844,46682
NW_022145518.1,48184,56034
NW_022145518.1,56711,86719
NW_022145518.1,93884,116781
NW_022145518.1,221585,253338
NW_022145518.1,253416,266747
NW_022145518.1,272040,285018
NW_022145519.1,-443,2435
NW_022145519.1,4534,18133
NW_022145519.1,24725,29039
NW_022145519.1,73249,155042
NW_022145519.1,171864,178737
NW_022145519.1,181637,207093
NW_022145519.1,213027,220900
NW_022145519.1,222079,229569
NW_022145519.1,230745,235104
NW_022145519.1,248974,302395
NW_022145519.1,305258,310145
NW_022145519.1,328362,357410
NW_022145519.1,367955,371723
NW_022145519.1,396407,414670
NW_022145519.1,440486,451875
NW_022145519.1,452545,456765
NW_022145519.1,456820,460645
NW_022145519.1,462463,478527
NW_022145519.1,479748,482339
NW_022145519.1,487762,491103
NW_022145519.1,494239,497497
NW_022145520.1,2161,19392
NW_022145520.1,25119,27409
NW_022145520.1,29469,33878
NW_022145520.1,35362,48276
NW_022145520.1,48789,71054
NW_022145520.1,74824,84923
NW_022145520.1,87973,101514
NW_022145520.1,114264,124846
NW_022145520.1,127044,154962
NW_022145520.1,158894,186008
NW_022145520.1,194726,198505
NW_022145520.1,207590,214529
NW_022145520.1,293381,300514
NW_022145520.1,305299,314516
NW_022145520.1,328099,350884
NW_022145520.1,355902,397509
NW_022145520.1,424002,426195
NW_022145520.1,431767,452975
NW_022145520.1,453693,462374
NW_022145520.1,514896,531091
NW_022145520.1,577995,579135
NW_022145520.1,580059,581199
NW_022145520.1,581783,583436
NW_022145520.1,583921,585061
NW_022145520.1,585719,586859
NW_022145520.1,590042,591182
NW_022145520.1,593812,603467
NW_022145520.1,607760,624588
NW_022145520.1,628317,677096
NW_022145520.1,678407,679547
NW_022145520.1,703313,738622
NW_022145520.1,787893,812485
NW_022145520.1,837347,861968
NW_022145520.1,968339,973549
NW_022145520.1,974848,1010172
NW_022145520.1,1013389,1021504
NW_022145520.1,1033609,1047636
NW_022145520.1,1057739,1067191
NW_022145520.1,1071038,1075861
NW_022145520.1,1090874,1095895
NW_022145520.1,1111436,1131268
NW_022145520.1,1135491,1162498
NW_022145520.1,1172307,1177923
NW_022145520.1,1209733,1267406
NW_022145520.1,1269342,1289426
NW_022145520.1,1297033,1307160
NW_022145520.1,1310620,1323562
NW_022145520.1,1478511,1500737
NW_022145520.1,1534555,1554331
NW_022145520.1,1611446,1615825
NW_022145520.1,1623099,1654579
NW_022145520.1,1661888,1693173
NW_022145520.1,1693318,1735449
NW_022145520.1,1735927,1762883
NW_022145520.1,1763442,1771620
NW_022145520.1,1774428,1779394
NW_022145520.1,1784118,1795027
NW_022145520.1,1799189,1804716
NW_022145520.1,1816649,1820929
NW_022145520.1,1846112,1858567
NW_022145520.1,1864614,1897405
NW_022145520.1,2060806,2070772
NW_022145520.1,2143802,2174119
NW_022145520.1,2205471,2209894
NW_022145520.1,2217471,2226340
NW_022145520.1,2227577,2239202
NW_022145520.1,2246507,2263027
NW_022145520.1,2326166,2338207
NW_022145520.1,2343526,2352862
NW_022145520.1,2357549,2370368
NW_022145520.1,2370844,2374837
NW_022145520.1,2376409,2387070
NW_022145520.1,2400110,2409426
NW_022145520.1,2414988,2418207
NW_022145520.1,2424812,2472174
NW_022145520.1,2477568,2488237
NW_022145520.1,2496905,2503535
NW_022145520.1,2505549,2507818
NW_022145520.1,2521632,2530233
NW_022145521.1,52397,52849
NW_022145521.1,59915,105167
NW_022145521.1,116136,136187
NW_022145521.1,141991,147245
NW_022145521.1,147704,169076
NW_022145521.1,175844,219905
NW_022145521.1,233669,248719
NW_022145521.1,251374,262799
NW_022145521.1,267431,280624
NW_022145521.1,283682,351502
NW_022145521.1,352947,357719
NW_022145521.1,407632,428662
NW_022145521.1,485998,488321
NW_022145521.1,492041,496038
NW_022145521.1,507033,509467
NW_022145521.1,513636,518141
NW_022145521.1,553840,558427
NW_022145521.1,592154,595291
NW_022145521.1,601798,604981
NW_022145521.1,633864,637234
NW_022145521.1,655508,658353
NW_022145521.1,661700,664607
NW_022145521.1,668992,673885
NW_022145521.1,707918,714665
NW_022145521.1,716229,723836
NW_022145521.1,730839,753047
NW_022145521.1,753131,779730
NW_022145521.1,784146,811900
NW_022145521.1,813750,832370
NW_022145522.1,4774,17488
NW_022145522.1,24573,72425
NW_022145522.1,73853,80200
NW_022145522.1,93965,112421
NW_022145522.1,113486,123769
NW_022145522.1,140553,174429
NW_022145522.1,180126,202581
NW_022145522.1,203641,222631
NW_022145522.1,246562,274488
NW_022145522.1,296768,304539
NW_022145522.1,316000,317767
NW_022145522.1,368318,396664
NW_022145522.1,416458,441575
NW_022145522.1,456774,473542
NW_022145522.1,494846,503029
NW_022145522.1,506140,553690
NW_022145523.1,4179,34628
NW_022145523.1,96117,98196
NW_022145523.1,108807,167267
NW_022145523.1,238662,256243
NW_022145523.1,258384,279119
NW_022145523.1,282601,291513
NW_022145523.1,298439,308809
NW_022145523.1,313117,330358
NW_022145523.1,336388,349391
NW_022145523.1,353294,365213
NW_022145524.1,8421,10733
NW_022145525.1,24553,26666
NW_022145525.1,27278,32770
NW_022145525.1,47591,56663
NW_022145525.1,69437,71636
NW_022145525.1,72132,97467
NW_022145525.1,98815,108205
NW_022145525.1,119153,120386
NW_022145525.1,120473,131238
NW_022145525.1,133528,146463
NW_022145525.1,151192,157888
NW_022145525.1,165914,172089
NW_022145525.1,172568,200746
NW_022145525.1,204295,213000
NW_022145525.1,214259,221447
NW_022145525.1,221563,228439
NW_022145525.1,236047,256875
NW_022145525.1,262191,280058
NW_022145525.1,282205,323744
NW_022145525.1,329485,349545
NW_022145525.1,354927,375405
NW_022145525.1,378256,406502
NW_022145525.1,409327,418873
NW_022145525.1,421919,470820
NW_022145525.1,479475,492641
NW_022145526.1,1803,7342
NW_022145526.1,11509,21399
NW_022145526.1,26689,49311
NW_022145526.1,70791,83231
NW_022145526.1,93212,115237
NW_022145526.1,159190,186191
NW_022145526.1,196616,204341
NW_022145526.1,335878,359171
NW_022145526.1,399839,429076
NW_022145526.1,432231,451498
NW_022145526.1,459156,467532
NW_022145526.1,483172,486891
NW_022145526.1,493756,504248
NW_022145526.1,504681,542659
NW_022145526.1,546886,560340
NW_022145526.1,578939,611620
NW_022145526.1,614368,630684
NW_022145526.1,637397,642888
NW_022145526.1,649522,667007
NW_022145526.1,699847,703386
NW_022145526.1,715084,722665
NW_022145526.1,741727,764300
NW_022145526.1,767026,797420
NW_022145526.1,807353,833432
NW_022145526.1,862989,864694
NW_022145526.1,881823,887537
NW_022145526.1,912617,917749
NW_022145526.1,930116,936393
NW_022145526.1,946400,947516
NW_022145526.1,966217,971121
NW_022145526.1,1046311,1061782
NW_022145526.1,1085052,1094641
NW_022145526.1,1116665,1125623
NW_022145526.1,1158976,1165960
NW_022145526.1,1213079,1215757
NW_022145526.1,1252437,1258653
NW_022145526.1,1382069,1389633
NW_022145526.1,1389983,1399403
NW_022145526.1,1434441,1440037
NW_022145526.1,1443503,1491441
NW_022145526.1,1499309,1532878
NW_022145526.1,1539960,1546573
NW_022145526.1,1573620,1584169
NW_022145526.1,1586408,1590029
NW_022145526.1,1615830,1621261
NW_022145526.1,1638755,1643797
NW_022145526.1,1668106,1674632
NW_022145526.1,1675936,1679273
NW_022145526.1,1680856,1695241
NW_022145526.1,1697615,1718527
NW_022145526.1,1726812,1736938
NW_022145526.1,1738419,1747276
NW_022145526.1,1750718,1754054
NW_022145526.1,1797926,1803929
NW_022145526.1,1804290,1822595
NW_022145526.1,1839057,1842154
NW_022145526.1,1890596,1905055
NW_022145526.1,1905431,1923431
NW_022145526.1,2054900,2077068
NW_022145526.1,2165136,2174770
NW_022145526.1,2196816,2201836
NW_022145526.1,2223557,2226022
NW_022145526.1,2226328,2250898
NW_022145526.1,2260982,2283253
NW_022145526.1,2299213,2304871
NW_022145526.1,2310839,2315367
NW_022145526.1,2319886,2369199
NW_022145527.1,31342,42523
NW_022145527.1,46915,67531
NW_022145527.1,76237,86165
NW_022145527.1,91958,125486
NW_022145527.1,128929,161368
NW_022145527.1,167987,173752
NW_022145527.1,182995,200351
NW_022145527.1,207100,225899
NW_022145527.1,229859,269846
NW_022145527.1,272942,280680
NW_022145527.1,297521,301973
NW_022145527.1,322264,324649
NW_022145527.1,361843,364109
NW_022145527.1,401099,434077
NW_022145527.1,436325,455540
NW_022145527.1,491877,501202
NW_022145527.1,512708,520937
NW_022145527.1,533497,542912
NW_022145527.1,581322,583176
NW_022145527.1,583688,591342
NW_022145527.1,591858,605568
NW_022145527.1,615405,650727
NW_022145527.1,655855,713678
NW_022145527.1,717136,728573
NW_022145527.1,730406,731637
NW_022145528.1,91,14944
NW_022145528.1,17628,19859
NW_022145528.1,48751,67342
NW_022145528.1,71686,75677
NW_022145528.1,87724,99277
NW_022145528.1,105262,119387
NW_022145528.1,124067,138867
NW_022145528.1,145419,155239
NW_022145528.1,162949,185031
NW_022145528.1,258249,269542
NW_022145528.1,271226,278882
NW_022145528.1,281837,299525
NW_022145528.1,300473,315004
NW_022145528.1,320195,325683
NW_022145528.1,326023,330441
NW_022145528.1,345442,388296
NW_022145528.1,394309,404352
NW_022145528.1,405670,409180
NW_022145528.1,413747,421462
NW_022145528.1,442226,446725
NW_022145528.1,450233,460173
NW_022145528.1,469268,501026
NW_022145528.1,551309,555017
NW_022145528.1,769123,774151
NW_022145528.1,822861,839891
NW_022145528.1,843033,946430
NW_022145528.1,955389,957243
NW_022145528.1,960615,969051
NW_022145529.1,5354,50401
NW_022145529.1,52341,65104
NW_022145529.1,90503,100295
NW_022145529.1,106407,111155
NW_022145529.1,185069,224662
NW_022145529.1,226132,231972
NW_022145529.1,250747,254981
NW_022145529.1,255424,261289
NW_022145529.1,264151,269238
NW_022145529.1,283617,301246
NW_022145529.1,310074,320639
NW_022145529.1,351653,390100
NW_022145529.1,419291,433087
NW_022145530.1,2742,22224
NW_022145530.1,116604,119018
NW_022145530.1,127165,201888
NW_022145530.1,214854,227311
NW_022145530.1,231516,253085
NW_022145530.1,261820,268653
NW_022145530.1,273178,278525
NW_022145530.1,310864,341037
NW_022145530.1,352086,372878
NW_022145530.1,378749,392234
NW_022145530.1,483263,487269
NW_022145530.1,495522,539905
NW_022145530.1,545929,555996
NW_022145530.1,559490,567873
NW_022145530.1,569280,585521
NW_022145530.1,587852,604522
NW_022145530.1,604639,615977
NW_022145530.1,619929,634100
NW_022145530.1,635744,653526
NW_022145530.1,656788,668556
NW_022145531.1,28494,34499
NW_022145531.1,40091,84001
NW_022145531.1,87288,139644
NW_022145531.1,141332,197820
NW_022145531.1,208581,208699
NW_022145531.1,209477,209595
NW_022145531.1,210368,210486
NW_022145531.1,211261,211379
NW_022145531.1,212151,212269
NW_022145531.1,213044,213162
NW_022145531.1,213936,214054
NW_022145531.1,214829,214947
NW_022145531.1,215719,215836
NW_022145531.1,216605,216723
NW_022145531.1,217497,217614
NW_022145531.1,218410,218528
NW_022145532.1,116483,136091
NW_022145532.1,153416,181152
NW_022145532.1,184979,276055
NW_022145532.1,279612,302798
NW_022145532.1,312983,363456
NW_022145532.1,363816,405707
NW_022145532.1,452528,495797
NW_022145532.1,503346,522495
NW_022145532.1,533997,541744
NW_022145532.1,555150,574345
NW_022145532.1,596938,620921
NW_022145532.1,624706,639405
NW_022145532.1,639429,657280
NW_022145532.1,677368,690312
NW_022145532.1,755853,764769
NW_022145532.1,766221,779549
NW_022145532.1,785613,806685
NW_022145532.1,819377,856150
NW_022145532.1,864179,883873
NW_022145532.1,893207,939268
NW_022145532.1,942622,1010149
NW_022145532.1,1030970,1032293
NW_022145532.1,1113768,1155078
NW_022145532.1,1158051,1173452
NW_022145532.1,1177390,1219150
NW_022145532.1,1219245,1233213
NW_022145532.1,1238160,1246052
NW_022145532.1,1250578,1258468
NW_022145533.1,25674,29604
NW_022145533.1,46190,67823
NW_022145533.1,71048,77154
NW_022145533.1,83424,94502
NW_022145533.1,97246,103971
NW_022145533.1,105070,113365
NW_022145533.1,121264,142833
NW_022145533.1,145618,176389
NW_022145533.1,187039,220411
NW_022145533.1,230469,268256
NW_022145533.1,271916,295240
NW_022145533.1,298158,312038
NW_022145533.1,336688,363163
NW_022145534.1,8271,48610
NW_022145534.1,51318,57398
NW_022145534.1,57665,82228
NW_022145534.1,88904,97508
NW_022145534.1,97614,111687
NW_022145534.1,228387,238986
NW_022145534.1,244049,267219
NW_022145534.1,273289,303037
NW_022145534.1,303444,304515
NW_022145534.1,304522,305877
NW_022145534.1,306653,310642
NW_022145534.1,331275,332973
NW_022145534.1,338920,438684
NW_022145534.1,443859,490213
NW_022145534.1,500700,506868
NW_022145534.1,537168,549380
NW_022145534.1,579172,582940
NW_022145534.1,591770,594051
NW_022145534.1,695478,760921
NW_022145534.1,763369,777757
NW_022145534.1,790863,894309
NW_022145534.1,896972,957913
NW_022145534.1,958385,1030263
NW_022145534.1,1034015,1039808
NW_022145534.1,1041650,1049042
NW_022145534.1,1049787,1052690
NW_022145534.1,1055320,1069549
NW_022145534.1,1071570,1077098
NW_022145534.1,1078729,1082250
NW_022145534.1,1087219,1089991
NW_022145534.1,1095466,1115112
NW_022145534.1,1115773,1120592
NW_022145534.1,1122642,1126225
NW_022145536.1,10041,37950
NW_022145536.1,39293,41271
NW_022145536.1,48041,57381
NW_022145536.1,69356,88964
NW_022145536.1,119251,134850
NW_022145537.1,8120,20867
NW_022145537.1,29283,52300
NW_022145537.1,55751,67176
NW_022145537.1,69263,77175
NW_022145537.1,84912,102263
NW_022145537.1,107252,121256
NW_022145537.1,127348,157779
NW_022145537.1,162277,170508
NW_022145537.1,209162,214917
NW_022145537.1,221149,234957
NW_022145537.1,262525,299932
NW_022145537.1,302579,335269
NW_022145537.1,377581,399837
NW_022145538.1,1447,15244
NW_022145538.1,21849,38604
NW_022145538.1,75295,91688
NW_022145538.1,96869,114672
NW_022145538.1,117532,133542
NW_022145538.1,133865,144191
NW_022145538.1,146254,158448
NW_022145538.1,182278,187937
NW_022145538.1,196804,210367
NW_022145538.1,215285,237474
NW_022145538.1,280275,282916
NW_022145538.1,286674,320663
NW_022145538.1,327288,335032
NW_022145538.1,340029,348004
NW_022145538.1,352033,358843
NW_022145538.1,364432,372354
NW_022145538.1,394506,505337
NW_022145538.1,506893,519171
NW_022145539.1,28422,32819
NW_022145539.1,49040,62041
NW_022145539.1,119184,187693
NW_022145539.1,193714,220667
NW_022145539.1,242958,263198
NW_022145539.1,279274,297549
NW_022145539.1,304221,321445
NW_022145539.1,334568,336800
NW_022145539.1,343873,349635
NW_022145539.1,356873,363159
NW_022145539.1,517624,521319
NW_022145539.1,525943,529204
NW_022145539.1,558981,562886
NW_022145539.1,639520,644707
NW_022145539.1,668005,673463
NW_022145539.1,729595,732392
NW_022145539.1,785985,787056
NW_022145539.1,787073,788144
NW_022145539.1,810594,839389
NW_022145539.1,842523,853321
NW_022145539.1,861522,867611
NW_022145539.1,894558,898218
NW_022145539.1,904774,910253
NW_022145539.1,920582,924445
NW_022145539.1,934243,939265
NW_022145539.1,939550,941525
NW_022145539.1,941821,946055
NW_022145539.1,970783,974380
NW_022145539.1,979267,986140
NW_022145539.1,1011873,1028816
NW_022145539.1,1035053,1036865
NW_022145539.1,1100109,1103224
NW_022145539.1,1105012,1106873
NW_022145539.1,1144351,1151981
NW_022145539.1,1153419,1157796
NW_022145539.1,1193361,1210631
NW_022145539.1,1237030,1246852
NW_022145539.1,1251381,1264534
NW_022145539.1,1273343,1276940
NW_022145539.1,1277541,1305650
NW_022145539.1,1390176,1391997
NW_022145539.1,1395484,1419089
NW_022145539.1,1423724,1449636
NW_022145539.1,1451582,1486249
NW_022145539.1,1491840,1507815
NW_022145539.1,1508256,1517549
NW_022145539.1,1525805,1531240
NW_022145539.1,1543974,1567019
NW_022145539.1,1574160,1581571
NW_022145539.1,1584822,1612985
NW_022145539.1,1621679,1634785
NW_022145539.1,1637906,1657860
NW_022145539.1,1669015,1683132
NW_022145540.1,9088,16488
NW_022145540.1,22651,27850
NW_022145540.1,30932,40314
NW_022145540.1,42535,50468
NW_022145540.1,51146,56850
NW_022145540.1,58538,94458
NW_022145540.1,98459,115559
NW_022145540.1,118256,131862
NW_022145540.1,135912,157950
NW_022145540.1,164016,196369
NW_022145540.1,197509,204442
NW_022145540.1,204768,215855
NW_022145540.1,226167,246746
NW_022145540.1,254612,266834
NW_022145540.1,273958,304654
NW_022145540.1,306678,311177
NW_022145540.1,313447,317132
NW_022145540.1,320616,330208
NW_022145540.1,333819,337781
NW_022145540.1,338791,348315
NW_022145540.1,353475,375271
NW_022145540.1,379084,381166
NW_022145540.1,395506,405706
NW_022145540.1,418022,423010
NW_022145540.1,424482,432191
NW_022145540.1,432668,439645
NW_022145540.1,445058,467419
NW_022145540.1,482526,492004
NW_022145540.1,492348,496064
NW_022145540.1,510838,524003
NW_022145540.1,538102,549440
NW_022145541.1,15462,24544
NW_022145541.1,43874,55857
NW_022145541.1,63610,77629
NW_022145541.1,81604,93310
NW_022145541.1,100435,106892
NW_022145541.1,108003,111994
NW_022145541.1,117700,156458
NW_022145541.1,165646,166718
NW_022145541.1,178142,192665
NW_022145541.1,196477,208401
NW_022145541.1,212336,213408
NW_022145541.1,214319,216346
NW_022145541.1,220712,223178
NW_022145541.1,223524,224596
NW_022145541.1,229179,251855
NW_022145541.1,252917,303678
NW_022145541.1,321416,326143
NW_022145541.1,330342,341937
NW_022145541.1,359009,362671
NW_022145541.1,367601,374982
NW_022145541.1,397463,414291
NW_022145541.1,415722,445762
NW_022145541.1,448887,451381
NW_022145541.1,456517,474763
NW_022145541.1,480701,504617
NW_022145541.1,512201,547920
